,CustomerID,CompanyName,ContactName,ContactTitle,OrderID,EmployeeID,Freight
138,DRACD,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,11067,1,7.98
139,DUMON,Du monde entier,Janine Labrune,Owner,10311,1,24.69
140,DUMON,Du monde entier,Janine Labrune,Owner,10609,7,1.85
141,DUMON,Du monde entier,Janine Labrune,Owner,10683,2,4.4
142,DUMON,Du monde entier,Janine Labrune,Owner,10890,7,32.76
143,EASTC,Eastern Connection,Ann Devon,Sales Agent,10364,1,71.97
144,EASTC,Eastern Connection,Ann Devon,Sales Agent,10400,1,83.93
145,EASTC,Eastern Connection,Ann Devon,Sales Agent,10532,7,74.46
146,EASTC,Eastern Connection,Ann Devon,Sales Agent,10726,4,16.56
147,EASTC,Eastern Connection,Ann Devon,Sales Agent,10987,8,185.48
148,EASTC,Eastern Connection,Ann Devon,Sales Agent,11024,4,74.36
149,EASTC,Eastern Connection,Ann Devon,Sales Agent,11047,7,46.62
150,EASTC,Eastern Connection,Ann Devon,Sales Agent,11056,8,278.96
151,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10258,1,140.51
152,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10263,9,146.06
153,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10351,1,162.33
154,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10368,2,101.95
155,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10382,4,94.77
156,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10390,6,126.38
157,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10402,8,67.88
158,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10403,4,73.79
159,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10430,4,458.78
160,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10442,3,47.94
161,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10514,3,789.95
162,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10571,8,26.06
163,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10595,2,96.78
164,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10633,7,477.9
165,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10667,7,78.09
166,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10698,4,272.47
167,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10764,6,145.45
168,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10771,9,11.19
169,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10773,1,96.43
170,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10776,1,351.53
171,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10795,8,126.66
172,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10836,7,411.88
173,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10854,3,100.22
174,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10895,3,162.75
175,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10968,1,74.6
176,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10979,8,353.07
177,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,10990,2,117.61
178,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,11008,7,79.46
179,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,11017,9,754.26
180,ERNSH,Ernst Handel,Roland Mendel,Sales Manager,11072,4,258.64
181,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10347,4,3.1
182,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10386,9,13.99
183,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10414,2,21.48
184,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10512,7,3.53
185,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10581,3,3.01
186,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10650,5,176.81
187,FAMIA,Familia Arquibaldo,Aria Cruz,Marketing Assistant,10725,4,10.83
188,FOLIG,Folies gourmandes,Martine RancÃ©,Assistant Sales Agent,10408,8,11.26
189,FOLIG,Folies gourmandes,Martine RancÃ©,Assistant Sales Agent,10480,6,1.35
190,FOLIG,Folies gourmandes,Martine RancÃ©,Assistant Sales Agent,10634,4,487.38
191,FOLIG,Folies gourmandes,Martine RancÃ©,Assistant Sales Agent,10763,3,37.35
192,FOLIG,Folies gourmandes,Martine RancÃ©,Assistant Sales Agent,10789,1,100.6
193,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10264,6,3.67
194,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10327,2,63.36
195,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10378,5,5.44
196,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10434,3,17.92
197,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10460,8,16.27
198,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10533,8,188.04
199,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10561,2,242.21
200,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10703,6,152.3
201,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10762,3,328.74
202,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10774,4,48.2
203,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10824,8,1.23
204,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10880,7,88.01
205,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10902,1,44.15
206,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10955,8,3.26
207,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10977,8,208.5
208,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10980,4,1.26
209,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,10993,7,8.81
210,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,11001,2,197.3
211,FOLKO,Folk och fÃ¤ HB,Maria Larsson,Owner,11050,8,59.41
212,FRANK,Frankenversand,Peter Franken,Marketing Manager,10267,4,208.58
213,FRANK,Frankenversand,Peter Franken,Marketing Manager,10337,4,108.26
214,FRANK,Frankenversand,Peter Franken,Marketing Manager,10342,4,54.83
215,FRANK,Frankenversand,Peter Franken,Marketing Manager,10396,1,135.35
216,FRANK,Frankenversand,Peter Franken,Marketing Manager,10488,8,4.93
217,FRANK,Frankenversand,Peter Franken,Marketing Manager,10560,8,36.65
218,FRANK,Frankenversand,Peter Franken,Marketing Manager,10623,8,97.18
219,FRANK,Frankenversand,Peter Franken,Marketing Manager,10653,1,93.25
220,FRANK,Frankenversand,Peter Franken,Marketing Manager,10670,4,203.48
221,FRANK,Frankenversand,Peter Franken,Marketing Manager,10675,5,31.85
222,FRANK,Frankenversand,Peter Franken,Marketing Manager,10717,1,59.25
223,FRANK,Frankenversand,Peter Franken,Marketing Manager,10791,6,16.85
224,FRANK,Frankenversand,Peter Franken,Marketing Manager,10859,1,76.1
225,FRANK,Frankenversand,Peter Franken,Marketing Manager,10929,6,33.93
226,FRANK,Frankenversand,Peter Franken,Marketing Manager,11012,1,242.95
227,FRANR,France restauration,Carine Schmitt,Marketing Manager,10671,1,30.34
228,FRANR,France restauration,Carine Schmitt,Marketing Manager,10860,3,19.26
229,FRANR,France restauration,Carine Schmitt,Marketing Manager,10971,2,121.82
230,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,10422,2,3.02
231,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,10710,1,4.98
232,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,10753,3,7.7
233,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,10807,4,1.36
234,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,11026,4,47.09
235,FRANS,Franchi S.p.A.,Paolo Accorti,Sales Representative,11060,2,10.98
236,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10328,4,87.03
237,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10352,3,1.3
238,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10464,4,89.0
239,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10491,8,16.96
240,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10551,4,72.95
241,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10604,1,7.46
242,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10664,1,1.27
243,FURIB,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,10963,9,2.7
244,GALED,GalerÃ­a del gastrÃ³nomo,Eduardo Saavedra,Marketing Manager,10366,8,10.14
245,GALED,GalerÃ­a del gastrÃ³nomo,Eduardo Saavedra,Marketing Manager,10426,4,18.69
246,GALED,GalerÃ­a del gastrÃ³nomo,Eduardo Saavedra,Marketing Manager,10568,3,6.54
247,GALED,GalerÃ­a del gastrÃ³nomo,Eduardo Saavedra,Marketing Manager,10887,8,1.25
248,GALED,GalerÃ­a del gastrÃ³nomo,Eduardo Saavedra,Marketing Manager,10928,1,1.36
249,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10303,7,107.83
250,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10550,7,4.32
251,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10629,4,85.46
252,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10872,5,175.32
253,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10874,5,19.58
254,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10888,1,51.87
255,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10911,3,38.19
256,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,10948,3,23.39
257,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,11009,2,59.11
258,GODOS,Godos Cocina TÃ­pica,JosÃ© Pedro Freyre,Sales Manager,11037,7,3.2
259,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10423,6,24.5
260,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10652,4,7.14
261,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10685,4,33.75
262,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10709,1,210.8
263,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10734,2,1.63
264,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10777,7,3.01
265,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10790,6,28.23
266,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,10959,6,4.98
267,GOURL,Gourmet Lanchonetes,AndrÃ© Fonseca,Sales Associate,11049,3,8.34
268,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10528,6,3.35
269,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10589,8,4.42
270,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10616,1,116.53
271,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10617,4,18.53
272,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10656,6,57.15
273,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10681,3,76.13
274,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10816,4,719.78
275,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,10936,3,33.68
276,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,11006,3,25.19
277,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,11040,4,18.84
278,GREAL,Great Lakes Food Market,Howard Snyder,Marketing Manager,11061,4,14.01
279,GROSR,GROSELLA-Restaurante,Manuel Pereira,Owner,10268,8,66.29
280,GROSR,GROSELLA-Restaurante,Manuel Pereira,Owner,10785,1,1.51
281,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10250,4,65.83
282,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10253,3,58.17
283,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10541,2,68.65
284,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10645,4,12.41
285,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10690,1,15.8
286,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10770,8,5.32
287,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10783,4,124.98
288,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10886,1,4.99
289,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10903,3,36.71
290,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10922,5,62.74
291,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10925,3,2.27
292,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,10981,1,193.37
293,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,11022,9,6.27
294,HANAR,Hanari Carnes,Mario Pontes,Accounting Manager,11052,3,67.26
295,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10257,4,81.91
296,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10395,6,184.41
297,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10476,8,4.41
298,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10486,1,30.53
299,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10490,7,210.19
300,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10498,8,29.75
301,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10552,2,83.22
302,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10601,7,58.3
303,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10613,4,8.11
304,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10641,4,179.61
305,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10705,9,3.52
306,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10796,3,26.52
307,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10863,4,30.26
308,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10901,4,62.09
309,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10957,8,105.36
310,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10960,3,2.08
311,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,10976,1,37.97
312,HILAA,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,11055,7,120.92
313,HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,10375,3,20.12
314,HUNGC,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,10394,1,30.34
